,target_value,predicted_value,predicted_value_scaled
9768,4.5,4.3115942029,4.5
9823,5.0,4.3115942029,4.5
9828,4.5,3.53464673913,3.5
9835,4.5,4.11492443325,4.0
9839,5.0,3.53464673913,3.5
9840,4.5,4.07113303628,4.0
9840,4.5,4.07113303628,4.0
9842,4.0,4.07113303628,4.0
9855,4.5,3.16890881913,3.0
9867,5.0,4.02077656676,4.0
9871,5.0,3.98581757508,4.0
9872,4.5,4.07113303628,4.0
9875,4.5,3.64806866953,3.5
9883,4.5,3.98581757508,4.0
9888,2.0,4.02077656676,4.0
9896,4.5,3.25148179509,3.5
9899,5.0,3.16890881913,3.0
9901,4.0,3.72427502339,3.5
9910,5.0,3.98581757508,4.0
9917,4.5,3.25148179509,3.5
9917,4.5,3.25148179509,3.5
9950,4.5,2.75160599572,3.0
9954,4.0,3.69511149228,3.5
9956,4.0,4.07113303628,4.0
9960,4.5,2.75160599572,3.0
9965,3.5,3.31609195402,3.5
9965,3.5,3.31609195402,3.5
9967,4.0,4.25389518414,4.5
9975,4.5,4.25389518414,4.5
9976,4.5,3.98581757508,4.0
9976,4.5,3.98581757508,4.0
9979,5.0,3.72427502339,3.5
10000,4.5,3.53464673913,3.5
10003,4.5,3.64806866953,3.5
10013,4.0,4.19736842105,4.0
10020,4.5,4.19736842105,4.0
10027,4.5,3.86979166667,4.0
10028,4.0,2.19110576923,2.0
10028,4.0,2.19110576923,2.0
10033,4.0,3.72427502339,3.5
10035,4.0,3.72427502339,3.5
10039,4.5,3.25148179509,3.5
10041,4.0,3.64806866953,3.5
10045,4.5,4.11492443325,4.0
10054,4.5,3.72427502339,3.5
10064,4.0,3.98581757508,4.0
10067,4.5,4.25389518414,4.5
10068,4.0,3.64806866953,3.5
10075,4.5,3.72427502339,3.5
10085,5.0,4.07113303628,4.0
10101,5.0,3.72427502339,3.5
10109,4.0,3.16890881913,3.0
10123,4.0,3.16890881913,3.0
10128,4.5,3.69511149228,3.5
10129,4.0,3.25148179509,3.5
10130,4.0,3.53464673913,3.5
10157,4.5,3.98581757508,4.0
10169,5.0,3.25148179509,3.5
10171,5.0,3.72427502339,3.5
10179,4.5,3.16890881913,3.0
10183,4.0,4.07113303628,4.0
10190,3.5,3.25148179509,3.5
10196,5.0,3.25148179509,3.5
10209,5.0,3.53464673913,3.5
10212,5.0,3.72427502339,3.5
10219,2.5,3.72427502339,3.5
10225,5.0,3.86979166667,4.0
10226,4.0,4.02077656676,4.0
10230,4.0,3.53464673913,3.5
10232,4.5,3.53464673913,3.5
10242,4.5,4.25389518414,4.5
10246,4.5,4.02077656676,4.0
10247,4.0,4.07113303628,4.0
10256,4.0,3.16890881913,3.0
10261,5.0,4.11492443325,4.0
10269,4.0,3.69511149228,3.5
10271,4.5,4.25389518414,4.5
10277,4.5,3.16890881913,3.0
10278,4.5,3.69511149228,3.5
10310,4.5,4.19736842105,4.0
10314,4.5,4.42830882353,4.5
10318,4.5,4.3115942029,4.5
10340,5.0,3.16890881913,3.0
10351,4.0,4.19736842105,4.0
10356,4.5,4.31882440476,4.5
10363,4.5,4.31882440476,4.5
10365,4.0,4.19736842105,4.0
10371,4.5,4.25389518414,4.5
10375,5.0,4.23107569721,4.0
10384,5.0,4.07113303628,4.0
10397,4.5,3.25148179509,3.5
10407,4.0,3.72427502339,3.5
10408,4.5,3.69511149228,3.5
10412,3.5,3.69511149228,3.5
10413,3.5,3.64806866953,3.5
10416,3.0,4.07113303628,4.0
10431,3.0,4.07113303628,4.0
10440,4.0,3.72427502339,3.5
10446,5.0,4.42830882353,4.5
10446,5.0,4.42830882353,4.5
10452,5.0,3.72427502339,3.5
10458,4.0,4.50833333333,4.5
10459,4.5,3.25148179509,3.5
10460,4.5,3.98581757508,4.0
10463,3.0,4.11492443325,4.0
10465,4.0,4.07113303628,4.0
10466,4.5,4.11492443325,4.0
10467,5.0,3.25148179509,3.5
10469,3.5,3.44642857143,3.5
10476,4.0,2.19110576923,2.0
10482,5.0,3.98581757508,4.0
10484,4.5,3.98581757508,4.0
10490,4.5,3.72427502339,3.5
10493,5.0,4.25389518414,4.5
10496,5.0,3.72427502339,3.5
10497,5.0,4.07113303628,4.0
10502,4.5,4.23107569721,4.0
10505,4.0,3.69511149228,3.5
10519,2.5,4.11492443325,4.0
10562,4.0,3.72427502339,3.5
10567,3.5,3.98581757508,4.0
10570,4.0,3.98581757508,4.0
10572,4.5,3.72427502339,3.5
10573,4.0,3.98581757508,4.0
10576,4.0,3.69511149228,3.5
10576,4.0,3.69511149228,3.5
10577,4.5,4.02077656676,4.0
10583,4.0,3.86979166667,4.0
10614,4.5,3.16890881913,3.0
10623,4.5,3.98581757508,4.0
10624,4.5,3.64806866953,3.5
10632,4.0,3.72427502339,3.5
10636,5.0,2.19110576923,2.0
10637,2.0,4.02077656676,4.0
10638,4.0,4.48761609907,4.5
10643,4.5,4.07113303628,4.0
10644,3.5,2.75160599572,3.0
10648,4.0,4.07113303628,4.0
10669,4.5,4.07113303628,4.0
10672,4.5,3.53464673913,3.5
10682,4.0,3.64806866953,3.5
10687,4.5,3.69511149228,3.5
10689,5.0,2.68604651163,2.5
10693,4.0,4.07113303628,4.0
10697,3.5,4.07113303628,4.0
10704,5.0,4.07113303628,4.0
10704,5.0,4.07113303628,4.0
10706,5.0,4.85080645161,5.0
10710,4.0,2.19110576923,2.0
10723,4.0,4.23107569721,4.0
10730,4.5,4.50833333333,4.5
10740,4.5,4.25389518414,4.5
10754,4.0,4.07113303628,4.0
10761,4.5,4.07113303628,4.0
10762,4.0,3.67391304348,3.5
10764,4.0,4.07113303628,4.0
10766,5.0,3.72427502339,3.5
10776,5.0,4.25389518414,4.5
10777,4.5,4.07113303628,4.0
10796,4.0,4.3115942029,4.5
10798,4.5,4.25389518414,4.5
10807,3.5,4.19736842105,4.0
10808,5.0,4.25389518414,4.5
10810,3.5,4.25389518414,4.5
10812,4.5,3.98581757508,4.0
10814,3.5,4.07113303628,4.0
10821,3.5,4.3115942029,4.5
10827,4.0,3.25148179509,3.5
10850,4.5,4.31882440476,4.5
10869,5.0,4.11492443325,4.0
10873,4.5,4.31882440476,4.5
10890,3.5,4.07113303628,4.0
10928,5.0,4.25389518414,4.5
10935,4.0,3.72427502339,3.5
10947,4.0,3.69511149228,3.5
10949,1.5,3.53464673913,3.5
10956,4.0,4.07113303628,4.0
10957,3.5,3.98581757508,4.0
10968,3.5,3.86979166667,4.0
10971,3.5,4.07113303628,4.0
10983,4.0,4.07113303628,4.0
10983,4.0,4.07113303628,4.0
10998,3.5,2.19110576923,2.0
11005,4.0,1.14893617021,1.0
11024,4.5,3.25148179509,3.5
11027,4.0,4.25389518414,4.5
11027,4.0,4.25389518414,4.5
11028,4.0,4.42830882353,4.5
11037,4.0,4.31882440476,4.5
11039,4.0,4.11492443325,4.0
11043,5.0,4.25389518414,4.5
11054,4.0,4.50833333333,4.5
11056,4.5,4.61350574713,4.5
11086,4.5,4.61350574713,4.5
11094,4.0,4.07113303628,4.0
11099,4.0,4.31882440476,4.5
11115,4.0,3.72427502339,3.5
11126,4.5,3.25148179509,3.5
11130,4.0,3.72427502339,3.5
11135,3.5,4.31882440476,4.5
11139,4.5,4.07113303628,4.0
11146,4.0,3.31609195402,3.5
11148,5.0,4.07113303628,4.0
11151,4.5,3.86979166667,4.0
11160,3.0,4.07113303628,4.0
11163,5.0,4.07113303628,4.0
11181,3.5,4.25389518414,4.5
11181,3.5,4.25389518414,4.5
11189,3.5,3.86979166667,4.0
11197,4.0,3.69511149228,3.5
11198,5.0,4.02077656676,4.0
11215,5.0,4.07113303628,4.0
11217,4.0,1.7625,2.0
11218,4.0,4.07113303628,4.0
11218,4.0,4.07113303628,4.0
11230,2.5,4.23107569721,4.0
11232,4.0,4.61350574713,4.5
11233,3.0,4.31882440476,4.5
11234,4.0,4.19736842105,4.0
11246,4.0,4.42830882353,4.5
11252,2.0,4.85080645161,5.0
11256,4.0,4.61350574713,4.5
11272,4.5,4.19736842105,4.0
11280,4.0,3.72427502339,3.5
11280,4.0,3.72427502339,3.5
11284,5.0,4.31882440476,4.5
11298,4.5,3.72427502339,3.5
11298,4.5,3.72427502339,3.5
11302,3.5,4.07113303628,4.0
11303,4.5,4.3115942029,4.5
11316,4.0,3.31609195402,3.5
11324,3.5,4.11492443325,4.0
11330,3.0,4.25389518414,4.5
11341,4.0,3.69511149228,3.5
11347,3.5,3.72427502339,3.5
11351,4.0,3.98581757508,4.0
11355,4.0,4.07113303628,4.0
11356,3.5,4.31882440476,4.5
11359,3.0,4.11492443325,4.0
11369,4.5,4.07113303628,4.0
11370,4.5,3.69511149228,3.5
11377,4.5,4.11492443325,4.0
11378,4.5,4.11492443325,4.0
11385,4.0,4.07113303628,4.0
11390,4.0,4.31882440476,4.5
11391,3.0,3.25148179509,3.5
11409,4.0,4.11492443325,4.0
11411,5.0,3.98581757508,4.0
11412,4.0,3.16890881913,3.0
11415,4.0,4.25389518414,4.5
11419,3.5,2.19110576923,2.0
11422,4.0,4.07113303628,4.0
11422,4.0,4.07113303628,4.0
11428,3.5,3.98581757508,4.0
11428,3.5,3.98581757508,4.0
11436,5.0,4.42830882353,4.5
11442,4.0,4.07113303628,4.0
11443,4.5,4.11492443325,4.0
11446,5.0,3.53464673913,3.5
11459,5.0,3.98581757508,4.0
11467,3.5,4.11492443325,4.0
11469,4.0,3.69511149228,3.5
11469,4.0,3.69511149228,3.5
11478,4.5,3.44642857143,3.5
11479,4.0,4.11492443325,4.0
11482,5.0,4.11492443325,4.0
11492,4.5,4.19736842105,4.0
11497,4.0,4.07113303628,4.0
11499,4.0,4.36813186813,4.5
11503,3.5,3.31609195402,3.5
11513,5.0,4.07113303628,4.0
11513,5.0,4.07113303628,4.0
11516,5.0,4.07113303628,4.0
11517,3.0,4.25389518414,4.5
11519,4.0,3.72427502339,3.5
11521,4.0,4.07113303628,4.0
11522,3.5,4.07113303628,4.0
11522,3.5,4.07113303628,4.0
11527,5.0,4.07113303628,4.0
11542,4.5,4.60416666667,4.5
11548,4.5,4.50833333333,4.5
11551,2.5,2.82460732984,3.0
11560,4.0,4.11492443325,4.0
11562,4.5,4.50833333333,4.5
11568,4.0,4.61350574713,4.5
11571,4.0,4.50833333333,4.5
11572,3.0,4.50833333333,4.5
11576,3.5,4.50833333333,4.5
11584,2.5,4.23107569721,4.0
11587,4.5,4.07113303628,4.0
11588,4.0,4.07113303628,4.0
11592,4.5,4.31882440476,4.5
11593,4.5,4.50833333333,4.5
11614,4.5,4.07113303628,4.0
11617,5.0,4.85080645161,5.0
11620,4.0,4.50833333333,4.5
11625,4.0,1.14893617021,1.0
11630,3.5,4.07113303628,4.0
11634,4.0,4.25389518414,4.5
11640,5.0,4.25389518414,4.5
11643,5.0,4.31882440476,4.5
11646,4.5,4.19736842105,4.0
11646,4.5,4.19736842105,4.0
11657,4.0,4.48761609907,4.5
11664,4.0,3.98581757508,4.0
11668,4.0,4.11492443325,4.0
11694,5.0,4.19736842105,4.0
11704,5.0,4.25389518414,4.5
11709,4.0,4.11492443325,4.0
11718,4.5,3.72427502339,3.5
11731,3.0,4.11492443325,4.0
11738,3.0,3.53464673913,3.5
11760,4.0,3.98581757508,4.0
11774,5.0,4.31882440476,4.5
11786,4.5,3.98581757508,4.0
11796,4.0,3.98581757508,4.0
11806,5.0,3.98581757508,4.0
11812,4.5,3.25148179509,3.5
11829,4.0,3.69511149228,3.5
11834,3.0,3.69511149228,3.5
11851,3.5,3.86979166667,4.0
11860,4.0,4.07113303628,4.0
11863,4.0,3.98581757508,4.0
11872,4.0,3.98581757508,4.0
11892,4.0,3.72427502339,3.5
11909,4.0,4.25389518414,4.5
11918,4.5,4.25389518414,4.5
11932,4.0,3.16890881913,3.0
11938,4.5,3.69511149228,3.5
11942,4.0,4.61350574713,4.5
11945,3.5,4.25389518414,4.5
11952,4.0,3.25148179509,3.5
11966,4.0,3.72427502339,3.5
11971,4.0,3.98581757508,4.0
11973,4.0,4.25389518414,4.5
11985,3.5,4.02077656676,4.0
11990,4.0,3.98581757508,4.0
11993,3.5,3.53464673913,3.5
12016,3.5,4.07113303628,4.0
12021,3.0,1.125,1.0
12022,4.0,4.50833333333,4.5
12024,4.0,4.31882440476,4.5
12027,4.0,4.07113303628,4.0
12030,4.0,4.25389518414,4.5
12043,4.0,3.16890881913,3.0
12048,4.5,4.42830882353,4.5
12055,3.5,4.07113303628,4.0
12062,4.5,3.25148179509,3.5
12063,3.5,3.86979166667,4.0
12065,4.0,4.02077656676,4.0
12087,4.0,4.07113303628,4.0
12091,4.5,3.31609195402,3.5
12110,3.0,4.07113303628,4.0
12110,3.0,4.07113303628,4.0
12112,4.0,3.72427502339,3.5
12116,4.5,3.69511149228,3.5
12121,4.0,3.98581757508,4.0
12122,5.0,3.69511149228,3.5
12122,5.0,3.69511149228,3.5
12132,4.5,4.31882440476,4.5
12134,5.0,3.86979166667,4.0
12136,5.0,4.07113303628,4.0
12139,4.5,3.98581757508,4.0
12159,5.0,4.23107569721,4.0
12177,4.0,4.25389518414,4.5
12187,3.5,4.02077656676,4.0
12204,4.0,3.72427502339,3.5
12214,4.0,3.72427502339,3.5
12220,3.5,4.07113303628,4.0
12227,3.5,3.72427502339,3.5
12247,3.5,3.69511149228,3.5
12255,4.0,3.98581757508,4.0
12255,4.0,3.98581757508,4.0
12260,4.5,3.98581757508,4.0
12265,4.5,4.3115942029,4.5
12269,3.5,4.07113303628,4.0
12278,4.5,3.25148179509,3.5
12310,4.5,4.11492443325,4.0
12315,5.0,2.75160599572,3.0
12320,3.0,3.72427502339,3.5
12325,4.0,3.86979166667,4.0
12329,4.5,4.49681528662,4.5
12333,4.0,3.69511149228,3.5
12338,4.0,4.07113303628,4.0
12339,4.5,3.25148179509,3.5
12340,4.5,3.69511149228,3.5
12342,4.0,3.69511149228,3.5
12347,4.5,4.07113303628,4.0
12350,3.5,3.72427502339,3.5
12358,4.0,4.07113303628,4.0
12361,4.5,3.69511149228,3.5
12363,5.0,4.07113303628,4.0
12381,4.0,4.11492443325,4.0
12383,5.0,4.11492443325,4.0
12386,4.5,4.19736842105,4.0
12389,4.5,4.25389518414,4.5
12389,4.5,4.25389518414,4.5
12403,4.0,4.23107569721,4.0
12412,4.5,4.11492443325,4.0
12427,4.0,3.69511149228,3.5
12433,3.0,4.42830882353,4.5
12440,4.5,4.31882440476,4.5
12441,3.5,4.31882440476,4.5
12442,4.0,3.72427502339,3.5
12445,3.0,4.42830882353,4.5
12459,4.5,4.3115942029,4.5
12470,3.5,2.75160599572,3.0
12472,4.0,4.3115942029,4.5
12472,4.0,4.3115942029,4.5
12479,4.0,4.3115942029,4.5
12482,4.5,3.72427502339,3.5
12485,4.5,3.72427502339,3.5
12488,3.5,3.69511149228,3.5
12488,3.5,3.69511149228,3.5
12493,3.0,3.25148179509,3.5
12494,4.5,3.64806866953,3.5
12495,3.5,3.72427502339,3.5
12501,4.0,4.11492443325,4.0
12501,4.0,4.11492443325,4.0
12502,3.0,3.31609195402,3.5
12507,3.0,3.72427502339,3.5
12509,4.5,4.07113303628,4.0
12510,4.0,3.86979166667,4.0
12516,3.5,3.72427502339,3.5
12523,4.0,3.25148179509,3.5
12525,4.0,3.53464673913,3.5
12526,3.5,3.64806866953,3.5
12526,3.5,3.64806866953,3.5
12531,4.5,3.72427502339,3.5
12541,3.5,3.72427502339,3.5
12542,3.5,3.72427502339,3.5
12544,4.5,4.07113303628,4.0
12548,4.0,3.72427502339,3.5
12551,4.0,3.86979166667,4.0
12559,2.5,4.3115942029,4.5
12560,4.0,3.69511149228,3.5
12562,3.0,2.75160599572,3.0
12568,4.0,3.72427502339,3.5
12572,4.0,4.42830882353,4.5
12582,4.0,3.98581757508,4.0
12585,4.5,4.25389518414,4.5
12596,3.5,4.42830882353,4.5
12604,4.5,4.02077656676,4.0
12628,4.0,3.16890881913,3.0
12638,5.0,3.72427502339,3.5
12641,3.0,3.64806866953,3.5
12642,4.0,3.64806866953,3.5
12647,4.5,3.25148179509,3.5
12660,4.0,3.25148179509,3.5
12669,4.0,3.25148179509,3.5
12673,5.0,3.25148179509,3.5
12678,4.0,3.72427502339,3.5
12682,3.5,4.11492443325,4.0
12688,4.5,4.07113303628,4.0
12708,4.5,4.07113303628,4.0
12712,4.0,3.31609195402,3.5
12715,4.0,3.25148179509,3.5
12723,4.0,3.25148179509,3.5
12736,4.0,3.69511149228,3.5
12740,4.5,2.19110576923,2.0
12745,3.0,3.67391304348,3.5
12752,4.0,3.31609195402,3.5
12757,2.5,3.25148179509,3.5
12757,2.5,3.25148179509,3.5
12761,4.0,2.19110576923,2.0
12766,4.0,3.69511149228,3.5
12773,3.5,4.07113303628,4.0
12777,3.5,4.49681528662,4.5
12779,4.0,4.50833333333,4.5
12788,3.0,3.25148179509,3.5
12799,4.5,4.25389518414,4.5
12799,4.5,4.25389518414,4.5
12800,4.0,4.36813186813,4.5
12800,4.0,4.36813186813,4.5
12807,4.0,4.3115942029,4.5
12808,3.5,4.31882440476,4.5
12810,4.0,4.11492443325,4.0
12816,4.0,4.61350574713,4.5
12822,4.5,4.42830882353,4.5
12824,4.0,4.3115942029,4.5
12838,4.0,4.31882440476,4.5
12843,3.5,4.25389518414,4.5
12848,4.0,3.64806866953,3.5
12854,4.0,4.31882440476,4.5
12861,4.5,4.42830882353,4.5
12861,4.5,4.42830882353,4.5
12862,2.5,4.42830882353,4.5
12869,4.0,3.72427502339,3.5
12873,3.5,4.25389518414,4.5
12874,3.0,3.72427502339,3.5
12875,4.0,4.31882440476,4.5
12880,3.5,4.02077656676,4.0
12902,4.0,3.98581757508,4.0
12906,4.0,4.07113303628,4.0
12934,3.0,4.07113303628,4.0
12935,3.5,4.02077656676,4.0
12954,4.5,4.25389518414,4.5
12958,5.0,4.42830882353,4.5
12962,3.0,4.49681528662,4.5
12976,4.0,4.42830882353,4.5
12979,4.0,4.07113303628,4.0
12982,4.0,4.61350574713,4.5
12999,4.0,4.11492443325,4.0
13003,4.5,4.61350574713,4.5
13016,4.5,4.48761609907,4.5
13020,4.0,4.23107569721,4.0
13021,4.5,4.11492443325,4.0
13026,4.0,4.02077656676,4.0
13056,4.5,4.11492443325,4.0
13058,4.0,4.11492443325,4.0
13060,4.0,4.31882440476,4.5
13076,2.0,4.48761609907,4.5
13078,4.0,4.61350574713,4.5
13080,3.5,4.11492443325,4.0
13090,4.5,4.50833333333,4.5
13095,5.0,4.07113303628,4.0
13106,2.5,4.11492443325,4.0
13109,4.0,4.11492443325,4.0
13111,4.5,4.07113303628,4.0
13116,4.0,4.07113303628,4.0
13119,3.0,4.07113303628,4.0
13129,4.0,4.50833333333,4.5
13132,4.0,4.50833333333,4.5
13134,5.0,4.11492443325,4.0
13135,4.0,4.85080645161,5.0
13151,3.5,4.50833333333,4.5
13151,3.5,4.50833333333,4.5
13159,4.5,4.25389518414,4.5
13175,4.0,4.25389518414,4.5
13179,4.0,4.50833333333,4.5
13182,3.5,2.9375,3.0
13186,4.0,3.31609195402,3.5
13194,4.0,4.11492443325,4.0
13197,3.5,4.11492443325,4.0
13207,5.0,3.69511149228,3.5
13227,4.5,4.19736842105,4.0
13235,4.0,4.42830882353,4.5
13237,3.5,4.31882440476,4.5
13242,3.5,4.50833333333,4.5
13247,5.0,4.25389518414,4.5
13251,3.5,3.76923076923,4.0
13252,2.5,4.49681528662,4.5
13253,4.0,4.3115942029,4.5
13253,4.0,4.3115942029,4.5
13258,4.5,4.31882440476,4.5
13259,4.5,4.31882440476,4.5
13265,4.5,4.07113303628,4.0
13267,4.0,4.50833333333,4.5
13276,5.0,4.42830882353,4.5
13285,3.0,4.71428571429,4.5
13287,4.0,4.50833333333,4.5
13296,4.0,4.31882440476,4.5
13297,4.5,4.42830882353,4.5
13298,4.5,4.07113303628,4.0
13322,3.5,4.07113303628,4.0
13323,4.0,4.48761609907,4.5
13324,3.5,3.64806866953,3.5
13325,4.0,3.98581757508,4.0
13343,3.0,4.07113303628,4.0
13356,3.0,4.19736842105,4.0
13359,3.5,3.69511149228,3.5
13361,4.0,3.16890881913,3.0
13366,4.0,3.86979166667,4.0
13367,4.0,3.69511149228,3.5
13373,3.5,4.07113303628,4.0
13375,2.5,4.23107569721,4.0
13385,3.5,4.11492443325,4.0
13400,4.0,3.86979166667,4.0
13409,4.0,4.07113303628,4.0
13411,4.5,3.98581757508,4.0
13425,3.5,3.53464673913,3.5
13438,4.0,4.42830882353,4.5
13438,4.0,4.42830882353,4.5
13444,4.0,4.71428571429,4.5
13444,4.0,4.71428571429,4.5
13445,4.0,4.02077656676,4.0
13465,4.5,4.11492443325,4.0
13466,5.0,4.07113303628,4.0
13471,4.5,4.07113303628,4.0
13476,4.0,3.53464673913,3.5
13477,3.0,3.72427502339,3.5
13480,4.0,3.16890881913,3.0
13483,4.0,3.16890881913,3.0
13488,4.5,2.75160599572,3.0
13492,4.5,3.72427502339,3.5
13495,4.0,3.98581757508,4.0
13499,3.5,4.3115942029,4.5
13500,4.0,4.07113303628,4.0
13514,4.0,4.02077656676,4.0
13516,4.5,4.25389518414,4.5
13521,4.0,4.07113303628,4.0
13525,3.0,2.75160599572,3.0
13526,4.5,4.07113303628,4.0
13528,4.0,3.72427502339,3.5
13538,3.5,3.98581757508,4.0
13546,3.5,4.07113303628,4.0
13550,4.5,3.69511149228,3.5
13552,2.0,4.07113303628,4.0
13555,3.0,4.11492443325,4.0
13562,4.0,3.72427502339,3.5
13563,4.0,4.11492443325,4.0
13578,3.5,4.02077656676,4.0
13581,4.5,4.11492443325,4.0
13583,4.0,3.31609195402,3.5
13588,3.5,3.72427502339,3.5
13603,4.5,4.02077656676,4.0
13610,5.0,4.07113303628,4.0
13624,4.5,4.42830882353,4.5
13624,4.5,4.42830882353,4.5
13635,3.5,4.42830882353,4.5
13637,3.5,3.53464673913,3.5
13644,4.0,4.07113303628,4.0
13645,4.0,4.31882440476,4.5
13659,4.0,3.72427502339,3.5
13662,3.5,4.11492443325,4.0
13668,5.0,4.25389518414,4.5
13669,4.5,4.50833333333,4.5
13673,4.0,4.23107569721,4.0
13674,3.0,2.75160599572,3.0
13679,4.5,4.11492443325,4.0
13685,4.0,3.72427502339,3.5
13693,3.5,3.98581757508,4.0
13694,4.0,4.23107569721,4.0
13702,3.5,3.25148179509,3.5
13707,4.0,2.82460732984,3.0
13710,4.5,4.02077656676,4.0
13725,3.5,4.07113303628,4.0
13728,4.0,4.07113303628,4.0
13728,4.0,4.07113303628,4.0
13731,4.0,3.25148179509,3.5
13732,4.0,3.69511149228,3.5
13739,4.0,3.72427502339,3.5
13745,3.5,3.98581757508,4.0
13745,3.5,3.98581757508,4.0
13747,4.0,4.31882440476,4.5
13759,3.0,3.31609195402,3.5
13766,2.5,4.19736842105,4.0
13770,4.0,3.69511149228,3.5
13778,4.5,3.72427502339,3.5
13778,4.5,3.72427502339,3.5
13800,3.5,3.69511149228,3.5
13800,3.5,3.69511149228,3.5
13800,3.5,3.69511149228,3.5
13802,4.0,3.72427502339,3.5
13802,4.0,3.72427502339,3.5
13803,4.5,3.72427502339,3.5
13805,3.0,4.25389518414,4.5
13816,3.5,3.16890881913,3.0
13820,2.5,4.07113303628,4.0
13822,3.0,4.19736842105,4.0
13825,4.5,4.02077656676,4.0
13830,3.5,3.86979166667,4.0
13840,4.0,4.07113303628,4.0
13852,4.5,4.19736842105,4.0
13854,1.0,4.07113303628,4.0
13854,1.0,4.07113303628,4.0
13860,4.5,3.86979166667,4.0
13869,1.5,3.69511149228,3.5
13875,5.0,4.07113303628,4.0
13881,4.5,4.42830882353,4.5
13889,3.5,3.69511149228,3.5
13907,5.0,4.07113303628,4.0
13912,3.5,4.07113303628,4.0
13923,3.0,2.19110576923,2.0
13928,3.0,3.98581757508,4.0
13944,2.5,4.07113303628,4.0
13953,4.5,4.11492443325,4.0
13962,4.0,3.69511149228,3.5
13982,4.0,3.25148179509,3.5
13983,4.0,3.25148179509,3.5
13986,3.0,4.11492443325,4.0
13987,3.0,4.11492443325,4.0
13996,2.0,4.31882440476,4.5
14000,4.0,4.48761609907,4.5
14020,3.5,4.3115942029,4.5
14027,4.5,3.25148179509,3.5
14034,4.0,3.25148179509,3.5
14035,4.0,3.16890881913,3.0
14037,2.0,3.69511149228,3.5
14059,3.5,3.98581757508,4.0
14064,2.0,4.07113303628,4.0
14070,2.5,4.42830882353,4.5
14071,4.5,4.19736842105,4.0
14079,4.5,3.98581757508,4.0
14081,4.5,3.86979166667,4.0
14082,4.5,4.07113303628,4.0
14099,3.0,2.75160599572,3.0
14107,4.5,3.98581757508,4.0
14116,3.5,3.86979166667,4.0
14127,4.5,2.19110576923,2.0
14131,4.0,4.07113303628,4.0
14156,3.0,4.07113303628,4.0
14157,5.0,4.31882440476,4.5
14164,4.5,3.31609195402,3.5
14172,3.0,4.11492443325,4.0
14178,2.0,4.31882440476,4.5
14180,3.0,4.25389518414,4.5
14186,3.5,4.3115942029,4.5
14190,3.5,4.11492443325,4.0
14191,4.5,3.72427502339,3.5
14200,4.5,4.07113303628,4.0
14205,4.0,1.7625,2.0
14217,4.0,4.42830882353,4.5
14219,4.0,4.3115942029,4.5
14228,2.0,3.69511149228,3.5
14229,2.0,3.69511149228,3.5
14230,3.5,1.14893617021,1.0
14231,2.5,3.16890881913,3.0
14235,4.0,4.31882440476,4.5
14240,4.0,4.11492443325,4.0
14243,3.0,4.31882440476,4.5
14243,3.0,4.31882440476,4.5
14245,4.0,3.5,3.5
14246,3.0,4.61350574713,4.5
14248,4.0,3.69511149228,3.5
14248,4.0,3.69511149228,3.5
14266,3.0,2.75160599572,3.0
14269,4.5,2.82460732984,3.0
14274,3.5,4.50833333333,4.5
14275,1.0,4.50833333333,4.5
14279,3.5,3.25148179509,3.5
14279,3.5,3.25148179509,3.5
14279,3.5,3.25148179509,3.5
14283,4.5,2.82460732984,3.0
14292,2.0,3.72427502339,3.5
14293,3.5,3.69511149228,3.5
14298,4.5,3.72427502339,3.5
14330,3.5,4.42830882353,4.5
14334,3.0,3.98581757508,4.0
14338,3.5,4.11492443325,4.0
14339,3.0,4.61350574713,4.5
14343,4.5,4.85080645161,5.0
14373,3.5,2.36111111111,2.5
14373,3.5,2.36111111111,2.5
14375,5.0,3.98581757508,4.0
14380,4.5,3.72427502339,3.5
14381,3.0,4.11492443325,4.0
14392,3.5,2.19110576923,2.0
14393,3.0,2.19110576923,2.0
14398,3.0,4.11492443325,4.0
14399,5.0,4.07113303628,4.0
14400,5.0,3.25148179509,3.5
14405,4.5,3.98581757508,4.0
14406,4.0,3.25148179509,3.5
14413,3.0,1.5,1.5
14419,2.0,4.07113303628,4.0
14419,2.0,4.07113303628,4.0
14426,3.0,3.69511149228,3.5
14429,1.0,4.02077656676,4.0
14433,3.5,3.98581757508,4.0
14436,3.5,3.98581757508,4.0
14443,1.0,3.25148179509,3.5
14448,3.5,4.25389518414,4.5
14464,2.0,3.25148179509,3.5
14468,3.0,3.72427502339,3.5
14469,4.5,4.3115942029,4.5
14478,4.5,3.16890881913,3.0
14478,4.5,3.16890881913,3.0
14479,2.0,2.68604651163,2.5
14490,2.5,3.72427502339,3.5
14499,4.5,3.53464673913,3.5
14500,3.5,3.53464673913,3.5
14502,1.0,3.25148179509,3.5
14502,1.0,3.25148179509,3.5
14508,3.0,4.25389518414,4.5
14510,4.0,4.07113303628,4.0
14526,4.0,4.02077656676,4.0
14538,3.0,4.07113303628,4.0
14540,2.5,3.69511149228,3.5
14543,3.0,3.69511149228,3.5
14545,4.5,3.72427502339,3.5
14563,5.0,3.53464673913,3.5
14567,4.0,3.72427502339,3.5
14572,4.0,3.64806866953,3.5
14580,3.5,3.16890881913,3.0
14588,4.5,3.16890881913,3.0
14588,4.5,3.16890881913,3.0
