,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
1044511,257,Steel Brewing Company,1214000983,1.0,1.5,1.5,theerlking,American Malt Liquor,1.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044512,257,Steel Brewing Company,1213666876,1.5,2.0,3.0,Likebeer,American Malt Liquor,1.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044513,257,Steel Brewing Company,1212337882,1.5,1.5,1.5,DmanGTR,American Malt Liquor,2.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044514,257,Steel Brewing Company,1211305534,2.0,2.0,2.5,happygnome,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044515,257,Steel Brewing Company,1210810602,4.0,3.5,2.5,Strix,American Malt Liquor,2.5,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044516,257,Steel Brewing Company,1210395444,3.0,2.5,3.0,aerozeppl,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044517,257,Steel Brewing Company,1210012008,1.0,1.0,2.0,rye726,American Malt Liquor,1.5,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044518,257,Steel Brewing Company,1209200509,3.0,2.5,3.5,1099.0,American Malt Liquor,2.5,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044519,257,Steel Brewing Company,1208969367,3.0,3.0,3.0,Offa,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044520,257,Steel Brewing Company,1208817424,2.5,2.5,3.0,jadpsu,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044521,257,Steel Brewing Company,1208472706,3.5,2.0,2.5,bobbinalong,American Malt Liquor,2.5,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044522,257,Steel Brewing Company,1208455451,2.5,3.0,2.5,giblet,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044523,257,Steel Brewing Company,1208092651,4.0,3.0,2.5,tab021,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044524,257,Steel Brewing Company,1205650809,2.0,1.0,2.5,turbine2475,American Malt Liquor,2.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044525,257,Steel Brewing Company,1203463901,2.0,1.0,2.5,soupyman10,American Malt Liquor,2.5,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044526,257,Steel Brewing Company,1202436741,2.0,2.5,2.5,altgeeky1,American Malt Liquor,2.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044527,257,Steel Brewing Company,1202412674,4.0,3.0,3.5,GlockAmore,American Malt Liquor,2.0,4.0,Steel Reserve 211 (High Gravity),8.1,718
1044528,257,Steel Brewing Company,1202250383,2.5,2.5,3.0,Deadstar,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044529,257,Steel Brewing Company,1202000314,2.5,2.0,3.0,bboven,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044530,257,Steel Brewing Company,1201841233,3.0,3.0,3.0,weylinfidler,American Malt Liquor,4.0,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044531,257,Steel Brewing Company,1201472165,2.0,2.0,3.0,armock,American Malt Liquor,3.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044532,257,Steel Brewing Company,1200786876,3.0,2.0,1.5,burnstar,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044533,257,Steel Brewing Company,1200408180,2.5,3.0,3.5,natureboy7,American Malt Liquor,5.0,4.5,Steel Reserve 211 (High Gravity),8.1,718
1044534,257,Steel Brewing Company,1200001743,3.5,3.0,3.0,ksbrainard,American Malt Liquor,3.5,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044535,257,Steel Brewing Company,1199746857,2.0,1.5,2.0,Doomcifer,American Malt Liquor,2.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044536,257,Steel Brewing Company,1198563376,4.0,4.0,3.0,minzbigg,American Malt Liquor,3.5,4.0,Steel Reserve 211 (High Gravity),8.1,718
1044537,257,Steel Brewing Company,1198210931,1.0,1.0,3.0,abriggs1,American Malt Liquor,5.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044538,257,Steel Brewing Company,1197852100,1.5,1.0,1.5,dsa7783,American Malt Liquor,1.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044539,257,Steel Brewing Company,1197014129,2.0,1.5,1.5,Overlord,American Malt Liquor,1.5,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044540,257,Steel Brewing Company,1194347539,2.5,1.0,1.5,BigBoyBen,American Malt Liquor,3.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044541,257,Steel Brewing Company,1193980572,2.0,2.0,2.0,maitiuoceallaigh,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044542,257,Steel Brewing Company,1193762962,5.0,3.0,2.5,rumguzzler,American Malt Liquor,4.0,4.0,Steel Reserve 211 (High Gravity),8.1,718
1044543,257,Steel Brewing Company,1193431627,1.5,1.0,2.5,berserker256,American Malt Liquor,1.5,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044544,257,Steel Brewing Company,1193056558,2.0,2.5,2.5,Taipans,American Malt Liquor,2.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044545,257,Steel Brewing Company,1192509500,1.5,2.0,1.5,jasonpeckins32,American Malt Liquor,1.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044546,257,Steel Brewing Company,1191374157,1.5,3.0,3.5,jcdiflorio,American Malt Liquor,2.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044547,257,Steel Brewing Company,1189981875,2.0,2.0,2.0,rockytop,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044548,257,Steel Brewing Company,1189570516,2.0,2.0,2.5,natezero,American Malt Liquor,2.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044549,257,Steel Brewing Company,1189389479,4.5,2.5,2.0,snilsen13,American Malt Liquor,3.5,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044550,257,Steel Brewing Company,1188888591,1.0,1.0,1.0,Floydster,American Malt Liquor,1.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044551,257,Steel Brewing Company,1188191904,3.5,3.5,3.0,BeerDreadz,American Malt Liquor,3.5,4.0,Steel Reserve 211 (High Gravity),8.1,718
1044552,257,Steel Brewing Company,1187808955,3.0,2.5,3.5,BuffaloBilly,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044553,257,Steel Brewing Company,1187742082,2.0,3.0,3.0,EagleTalon,American Malt Liquor,2.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044554,257,Steel Brewing Company,1187315946,1.0,1.5,3.0,mon0x1d3,American Malt Liquor,1.5,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044555,257,Steel Brewing Company,1187284900,1.5,2.0,2.0,BeerBrad1,American Malt Liquor,1.5,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044556,257,Steel Brewing Company,1186782882,3.0,2.5,3.0,twi1609372,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044557,257,Steel Brewing Company,1185754831,4.0,3.5,3.0,Brad007,American Malt Liquor,4.0,4.0,Steel Reserve 211 (High Gravity),8.1,718
1044558,257,Steel Brewing Company,1184409008,1.5,2.5,2.0,giblet,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044559,257,Steel Brewing Company,1183489652,2.5,3.5,3.0,youngleo,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044560,257,Steel Brewing Company,1182988428,3.0,3.0,3.5,jpm30,American Malt Liquor,3.5,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044561,257,Steel Brewing Company,1182886958,3.5,1.5,2.0,dualcitizen,American Malt Liquor,3.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044562,257,Steel Brewing Company,1182643383,4.0,2.0,3.0,bluemoonswoon,American Malt Liquor,2.5,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044563,257,Steel Brewing Company,1182522258,2.0,2.0,2.5,wizardcamp,American Malt Liquor,2.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044564,257,Steel Brewing Company,1181716739,1.5,1.5,4.0,tfinn,American Malt Liquor,2.5,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044566,257,Steel Brewing Company,1178648891,1.0,2.5,3.0,ODailey,American Malt Liquor,2.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044567,257,Steel Brewing Company,1177445691,1.0,1.0,1.5,tzieser,American Malt Liquor,1.5,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044568,257,Steel Brewing Company,1177032708,1.0,1.5,2.5,Juice,American Malt Liquor,1.5,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044569,257,Steel Brewing Company,1176663811,1.0,1.5,2.0,JoeyBeerBelly,American Malt Liquor,1.5,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044570,257,Steel Brewing Company,1175206922,3.0,2.0,3.0,goldenflake,American Malt Liquor,3.5,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044571,257,Steel Brewing Company,1175192622,3.0,1.0,2.0,Gaben,American Malt Liquor,1.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044572,257,Steel Brewing Company,1174897603,2.0,2.5,3.0,shadow1961,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044573,257,Steel Brewing Company,1174759851,4.0,3.0,2.5,bradford,American Malt Liquor,2.5,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044574,257,Steel Brewing Company,1174269883,1.0,1.0,1.5,kingface,American Malt Liquor,1.5,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044575,257,Steel Brewing Company,1320198089,2.0,2.0,2.5,FightingEntropy,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044576,257,Steel Brewing Company,1319910792,1.5,2.0,3.0,sweemzander,American Malt Liquor,1.5,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044577,257,Steel Brewing Company,1319549157,3.0,2.0,3.5,cjacobsen,American Malt Liquor,2.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044578,257,Steel Brewing Company,1319474359,1.0,1.0,1.0,WolfLord,American Malt Liquor,1.5,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044579,257,Steel Brewing Company,1319173931,3.0,1.5,3.0,TTAmod,American Malt Liquor,2.5,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044580,257,Steel Brewing Company,1319146187,1.5,2.5,2.5,Jerone,American Malt Liquor,3.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044581,257,Steel Brewing Company,1318712105,3.5,3.0,3.0,dankster,American Malt Liquor,3.0,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044582,257,Steel Brewing Company,1318465219,2.5,2.5,3.0,Paincane,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044583,257,Steel Brewing Company,1317790899,2.5,2.0,3.0,gtermi,American Malt Liquor,1.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044584,257,Steel Brewing Company,1317529145,2.5,3.0,3.5,Tundruth,American Malt Liquor,2.5,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044585,257,Steel Brewing Company,1173923216,3.5,1.5,2.0,BMoney575,American Malt Liquor,3.0,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044586,257,Steel Brewing Company,1173692379,4.0,1.0,3.0,Beerman420,American Malt Liquor,2.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044587,257,Steel Brewing Company,1172616935,2.0,1.5,2.0,rkuhnel,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044588,257,Steel Brewing Company,1172121174,3.0,2.0,2.0,mcerka,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044589,257,Steel Brewing Company,1171261026,3.5,3.0,2.0,guitarmage,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044590,257,Steel Brewing Company,1170912153,2.0,2.5,2.5,blitheringidiot,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044591,257,Steel Brewing Company,1170096623,3.0,3.0,2.5,TheSarge,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044592,257,Steel Brewing Company,1169947021,3.0,3.0,3.5,cbeerbomb,American Malt Liquor,2.5,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044593,257,Steel Brewing Company,1168757755,2.0,2.0,3.0,somethingfishy,American Malt Liquor,2.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044594,257,Steel Brewing Company,1168057922,3.5,2.0,3.0,Bobikel,American Malt Liquor,2.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044595,257,Steel Brewing Company,1167497365,3.5,3.0,3.0,scarletfire79,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044596,257,Steel Brewing Company,1147664420,4.5,3.0,3.0,fishlegs,American Malt Liquor,4.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044597,257,Steel Brewing Company,1165192565,2.5,2.0,3.5,jettjon,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044598,257,Steel Brewing Company,1164344006,2.0,1.5,2.5,nicksta,American Malt Liquor,3.5,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044599,257,Steel Brewing Company,1164339983,2.5,2.0,2.5,xtremejammn,American Malt Liquor,2.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044600,257,Steel Brewing Company,1163979924,1.0,2.0,3.0,wavz,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044601,257,Steel Brewing Company,1163539757,1.5,1.5,2.5,pmcadamis,American Malt Liquor,1.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044602,257,Steel Brewing Company,1163484363,2.0,2.0,2.0,krlbch,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044603,257,Steel Brewing Company,1163272516,1.0,2.0,2.0,bostoneo,American Malt Liquor,1.5,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044604,257,Steel Brewing Company,1163080138,3.0,2.5,3.0,mnesporov,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044605,257,Steel Brewing Company,1162753957,1.5,1.5,3.5,ski271,American Malt Liquor,2.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044606,257,Steel Brewing Company,1162652389,1.0,2.0,2.0,amiantos,American Malt Liquor,1.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044607,257,Steel Brewing Company,1162238798,1.0,1.5,2.5,jpkoch1962,American Malt Liquor,2.5,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044608,257,Steel Brewing Company,1162011547,3.0,3.0,3.5,ReebShorts,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044609,257,Steel Brewing Company,1159647596,1.0,1.5,1.0,TechMyst,American Malt Liquor,1.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044610,257,Steel Brewing Company,1159205647,1.0,1.0,2.0,hxcluv,American Malt Liquor,1.5,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044611,257,Steel Brewing Company,1159195015,1.5,2.0,2.0,cydisc,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044612,257,Steel Brewing Company,1159079274,2.0,2.0,2.5,anthonye,American Malt Liquor,2.5,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044614,257,Steel Brewing Company,1157927982,1.0,3.5,4.0,MrB2006,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044615,257,Steel Brewing Company,1156993846,2.0,1.5,2.0,Neehan,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044616,257,Steel Brewing Company,1156057589,2.0,2.5,2.0,stephendr,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044617,257,Steel Brewing Company,1155961974,1.0,2.0,3.5,gmfessen,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044618,257,Steel Brewing Company,1155954046,1.0,2.0,2.0,yeastiebeasties,American Malt Liquor,1.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044619,257,Steel Brewing Company,1155713937,3.0,2.0,3.0,MLegendre,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044620,257,Steel Brewing Company,1155482221,2.0,1.5,2.0,sevenredrabbits,American Malt Liquor,1.5,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044621,257,Steel Brewing Company,1154833867,2.0,3.0,5.0,fakecloud,American Malt Liquor,3.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044622,257,Steel Brewing Company,1153718995,2.0,2.0,2.0,Erdinger2003,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044623,257,Steel Brewing Company,1153699903,4.0,3.5,3.0,dylanmiller,American Malt Liquor,3.5,4.0,Steel Reserve 211 (High Gravity),8.1,718
1044624,257,Steel Brewing Company,1148340003,2.5,2.0,2.0,wke4estguy,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044625,257,Steel Brewing Company,1152915007,2.0,3.5,3.0,mrasskicktastic,American Malt Liquor,1.5,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044626,257,Steel Brewing Company,1152213734,1.5,2.5,2.0,HoustonTX,American Malt Liquor,1.5,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044627,257,Steel Brewing Company,1152211194,4.0,4.0,3.0,RBorsato,American Malt Liquor,4.0,4.0,Steel Reserve 211 (High Gravity),8.1,718
1044628,257,Steel Brewing Company,1151972676,3.0,2.5,2.5,GratefulBeerGuy,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044629,257,Steel Brewing Company,1151789992,2.5,3.0,2.5,IntriqKen,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044630,257,Steel Brewing Company,1150261585,5.0,3.5,3.0,uncggop06,American Malt Liquor,5.0,5.0,Steel Reserve 211 (High Gravity),8.1,718
1044631,257,Steel Brewing Company,1149744889,4.0,2.0,2.0,guitarmage,American Malt Liquor,3.0,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044632,257,Steel Brewing Company,1149222689,2.0,2.5,2.5,WVbeergeek,American Malt Liquor,1.5,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044633,257,Steel Brewing Company,1148710893,2.5,2.0,2.0,villainchiwwin,American Malt Liquor,2.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044634,257,Steel Brewing Company,1147578296,4.5,3.0,3.5,jwff,American Malt Liquor,3.0,4.0,Steel Reserve 211 (High Gravity),8.1,718
1044635,257,Steel Brewing Company,1147156209,3.0,2.0,3.5,nlmartin,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044636,257,Steel Brewing Company,1145676808,3.0,2.5,3.0,F15jock1701,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044637,257,Steel Brewing Company,1145321696,2.5,2.0,3.0,Manosbeeroffate,American Malt Liquor,2.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044638,257,Steel Brewing Company,1145079381,1.5,1.5,2.5,EvanARP7,American Malt Liquor,1.5,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044639,257,Steel Brewing Company,1144312719,3.5,4.0,3.5,thinkfull,American Malt Liquor,2.5,4.0,Steel Reserve 211 (High Gravity),8.1,718
1044640,257,Steel Brewing Company,1143981775,3.0,4.0,3.5,rodrot,American Malt Liquor,3.5,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044641,257,Steel Brewing Company,1137441103,2.0,2.0,3.0,tubbfan,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044642,257,Steel Brewing Company,1291227694,1.0,1.0,1.0,mountsnow1010,American Malt Liquor,1.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044643,257,Steel Brewing Company,1142760896,4.0,3.0,4.0,BuzzedNlasvegas,American Malt Liquor,3.0,4.0,Steel Reserve 211 (High Gravity),8.1,718
1044644,257,Steel Brewing Company,1142577667,2.0,1.0,2.0,StellaMan,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044645,257,Steel Brewing Company,1142260498,2.0,2.0,2.0,aforbes10,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044646,257,Steel Brewing Company,1140734765,3.0,2.0,1.5,Drew966,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044647,257,Steel Brewing Company,1140220506,2.0,3.0,3.5,budgood1,American Malt Liquor,2.5,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044648,257,Steel Brewing Company,1139871573,3.0,2.0,3.0,DogFood11,American Malt Liquor,3.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044649,257,Steel Brewing Company,1139218118,1.5,1.5,2.0,CaskofFlyingDog,American Malt Liquor,1.5,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044650,257,Steel Brewing Company,1138306002,4.0,2.5,3.0,barleyman,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044651,257,Steel Brewing Company,1137979928,1.0,1.5,3.0,mrfusty,American Malt Liquor,1.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044652,257,Steel Brewing Company,1137612114,3.0,1.5,2.5,Tallboy,American Malt Liquor,2.5,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044653,257,Steel Brewing Company,1137416201,4.0,4.0,4.0,quafster,American Malt Liquor,4.0,4.0,Steel Reserve 211 (High Gravity),8.1,718
1044654,257,Steel Brewing Company,1134653097,3.0,1.5,1.5,AndreiX,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044655,257,Steel Brewing Company,1133682173,2.5,3.5,3.5,HardTarget,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044656,257,Steel Brewing Company,1132794031,3.5,3.0,3.0,tgbljb,American Malt Liquor,3.5,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044657,257,Steel Brewing Company,1132437353,2.5,2.5,1.0,KarlHungus,American Malt Liquor,2.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044658,257,Steel Brewing Company,1131599231,2.0,2.5,3.5,UnionMade,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044659,257,Steel Brewing Company,1130717876,1.5,1.5,1.5,danielharper,American Malt Liquor,2.5,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044660,257,Steel Brewing Company,1130473202,2.0,3.5,3.0,kbnooshay,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044661,257,Steel Brewing Company,1130005249,2.0,1.5,1.5,mynie,American Malt Liquor,1.5,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044662,257,Steel Brewing Company,1128373353,3.0,1.0,2.0,halfbrewed,American Malt Liquor,2.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044663,257,Steel Brewing Company,1129382494,3.0,2.5,2.0,BuckeyeNation,American Malt Liquor,4.0,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044664,257,Steel Brewing Company,1128830181,1.0,1.5,1.5,grindcore666,American Malt Liquor,2.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044665,257,Steel Brewing Company,1128830163,3.5,3.0,3.5,BeerBob,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044666,257,Steel Brewing Company,1128737661,4.0,2.5,3.0,goochpunch,American Malt Liquor,3.0,4.0,Steel Reserve 211 (High Gravity),8.1,718
1044667,257,Steel Brewing Company,1128525385,3.0,3.0,2.5,bditty187,American Malt Liquor,3.5,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044668,257,Steel Brewing Company,1128489188,4.0,1.5,1.5,GuinnessHero,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044670,257,Steel Brewing Company,1128188768,2.5,2.0,2.0,DaveBeers,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044671,257,Steel Brewing Company,1127376969,2.0,1.0,1.5,Krel08,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044672,257,Steel Brewing Company,1126218724,4.0,2.5,2.0,chesterc87,American Malt Liquor,2.5,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044673,257,Steel Brewing Company,1124765225,2.0,1.0,1.5,DaPeculierDane,American Malt Liquor,1.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044674,257,Steel Brewing Company,1124498769,3.5,3.0,3.5,kmpitz2,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044675,257,Steel Brewing Company,1123882750,3.0,2.0,2.5,kegfloater,American Malt Liquor,3.0,4.0,Steel Reserve 211 (High Gravity),8.1,718
1044676,257,Steel Brewing Company,1123124105,1.5,1.5,4.0,SkeeterHawk,American Malt Liquor,2.5,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044677,257,Steel Brewing Company,1120809539,1.5,1.5,3.0,PBRstreetgang,American Malt Liquor,2.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044678,257,Steel Brewing Company,1312397565,2.5,2.5,3.5,MTNboy,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044679,257,Steel Brewing Company,1119775905,1.5,1.5,2.5,beerrookie,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044680,257,Steel Brewing Company,1119596833,3.0,2.0,2.0,SigmaSocko,American Malt Liquor,2.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044681,257,Steel Brewing Company,1118304888,3.5,1.5,2.0,XCobra427X,American Malt Liquor,3.5,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044682,257,Steel Brewing Company,1115173483,2.5,2.0,3.0,DERTY1,American Malt Liquor,2.5,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044683,257,Steel Brewing Company,1114289747,3.5,3.0,3.0,MarkBlackout,American Malt Liquor,3.0,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044684,257,Steel Brewing Company,1113546684,4.0,3.0,3.0,pastortroy,American Malt Liquor,4.0,4.5,Steel Reserve 211 (High Gravity),8.1,718
1044685,257,Steel Brewing Company,1113353407,1.5,2.5,2.5,pentathlete,American Malt Liquor,2.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044686,257,Steel Brewing Company,1113334317,2.5,2.0,3.5,acrawf6,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044687,257,Steel Brewing Company,1111884596,2.0,2.0,2.0,Drunkenmonkey,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044688,257,Steel Brewing Company,1311300468,4.0,2.0,2.0,jeranbrews,American Malt Liquor,3.0,3.5,Steel Reserve 211 (High Gravity),8.1,718
